,TransactionDate,ReportedDateTime,Company,Symbol,InsiderRelationship,SharesTraded,AveragePrice,TotalAmount,SharesOwned,Filing
1,2020-12-03Sale,2020-12-074:00 pm,Teladoc Health Inc.,TDOC,GOREVIC JASON NCEO,"5,000",$200.52,"$1,002,600","607,318(Direct)",View
2,2020-12-04Sale,2020-12-074:00 pm,GLOBE LIFE Inc,GL,COLEMAN GARY LCEOChairman,"12,000",$96.58,"$1,158,984","724,426(IndirectDirect)",View
3,2020-12-03Sale,2020-12-074:01 pm,Teladoc Health Inc.,TDOC,Turitz AndrewVP,"1,389",$200,"$277,800","4,015(Direct)",View
4,2020-12-03Sale,2020-12-074:01 pm,GoPro Inc.,GPRO,MCGEE BRIANCFOCOO,"138,507",$8,"$1,108,056","254,706(IndirectDirect)",View
5,2020-12-04Sale,2020-12-074:02 pm,BOSTON BEER CO INC,SAM,KOCH C JAMESChairman10% Owner,"10,000",$929.59,"$9,295,897","165,421(IndirectDirect)",View
6,2020-12-03Sale,2020-12-074:02 pm,e.l.f. Beauty Inc.,ELF,Baruch Richard F JrSee Remarks,"9,000",$22.31,"$200,832","179,611(Direct)",View
7,2020-12-03Sale,2020-12-074:02 pm,Teladoc Health Inc.,TDOC,Vandervoort Adam CChief Legal Officer Secretary,"2,611",$196.5,"$513,062",200(Direct),View
8,2020-12-04Sale,2020-12-074:02 pm,e.l.f. Beauty Inc.,ELF,AMIN TARANGCEO,"16,718",$22.48,"$375,903","2,695,765(IndirectDirect)",View
9,2020-12-04Sale,2020-12-074:02 pm,Teladoc Health Inc.,TDOC,Verstraete StephanyChief Marketing Officer,"2,000",$204,"$408,000","13,276(Direct)",View
10,2020-12-03Sale,2020-12-074:03 pm,COLLEGIUM PHARMACEUTICAL INC,COLL,Fleming Alison BCTO,"5,967",$19.24,"$114,805","111,419(Direct)",View
11,2020-12-04Sale,2020-12-074:03 pm,SYSTEMAX INC,SYX,Fielding DonnaChief Human Resources Officer,483,$32.06,"$15,487",0(Direct),View
12,2020-12-04Sale,2020-12-074:03 pm,e.l.f. Beauty Inc.,ELF,Levitan Lauren CooksDirector,"4,500",$22.4,"$100,811","35,244(Direct)",View
13,2020-12-04Sale,2020-12-074:03 pm,Teladoc Health Inc.,TDOC,WANG YULUNHead of Research & Development,"6,069",$201.3,"$1,221,662",0(Direct),View
14,2020-12-03Sale,2020-12-074:05 pm,MYR GROUP Inc,MYRG,KOERTNER WILLIAM ADirector,"23,709",$54.63,"$1,295,108","163,317(Direct)",View
15,2020-12-03Sale,2020-12-074:06 pm,Research Solutions Inc.,RSSS,12 West Capital Management LP10% Owner,"114,000",$2.21,"$251,940","5,398,476(Indirect)",View
16,2020-12-04Sale,2020-12-074:06 pm,Palo Alto Networks Inc,PANW,Singh Amit K.President,"1,378",$302.86,"$417,347","131,361(Direct)",View
17,2020-12-03Sale,2020-12-074:07 pm,VEEVA SYSTEMS INC,VEEV,Lequient FredericVP,"15,000",$271.29,"$4,069,367",746(Direct),View
18,2020-12-07Sale,2020-12-074:08 pm,NORTHRIM BANCORP INC,NRIM,WIGHT DAVID GDirector,"2,000",$32.68,"$65,369",0(Indirect),View
